-0.768629 0.679272
-0.779494 0.691532
-0.758685 0.705234
-0.766910 0.661889
-0.781338 0.651717
-0.733450 0.629931
-0.748933 0.625981
-0.743894 0.670064
-0.765560 0.641854
-0.731566 0.691471
-0.721743 0.668266
-0.735413 0.651901
-0.726660 0.664316
-0.758705 0.705797
-0.759065 0.693740
-0.718450 0.684565
-0.742031 0.678744
-0.752130 0.723153
-0.768963 0.736479
-0.737067 0.720615
-0.707848 0.749067
-0.695433 0.750172
-0.673610 0.762010
-0.631546 0.777796
-0.675653 0.765749
-0.651001 0.773912
-0.656820 0.791625
-0.678743 0.799207
-0.708882 0.809355
-0.693592 0.781239
-0.720098 0.803053
-0.753963 0.841604
-0.706112 0.809459
-0.677859 0.836891
-0.678999 0.839620
-0.666866 0.929466
-0.691739 0.913563
-0.689405 0.907673
-0.712972 0.898657
-0.731770 0.907543
-0.717693 0.931638
-0.706062 0.944469
-0.648600 0.981612
-0.592872 0.982968
-0.626438 1.013657
-0.640923 1.067836
-0.644104 1.043014
-0.645796 1.061935
-0.647885 1.070038
-0.639178 1.110445
-0.608168 1.080492
-0.617909 1.084187
-0.616310 1.048638
-0.626390 1.047102
-0.619804 1.071950
-0.628577 1.075977
-0.673504 1.055776
-0.698498 1.036164
-0.718365 1.053440
-0.730965 1.068021
-0.739507 1.043983
-0.688099 1.088975
-0.695259 1.063132
-0.654658 1.042407
-0.721748 1.044086
-0.734862 1.046092
-0.713073 1.048019
-0.723410 1.048156
-0.747225 1.059672
-0.750667 1.030279
-0.693896 0.999915
-0.720084 1.002805
-0.711925 1.040094
-0.739891 1.067984
-0.729171 1.044046
-0.740611 0.969210
-0.722581 0.996214
-0.710050 0.943523
-0.741731 0.932797
-0.758447 0.934053
-0.738079 0.935173
-0.770753 0.927437
-0.728161 0.938366
-0.698652 0.939835
-0.697623 0.908559
-0.692117 0.898710
-0.733396 0.853917
-0.764365 0.859667
-0.784043 0.891472
-0.789164 0.884593
-0.773200 0.949625
-0.793890 0.942941
-0.813055 0.947069
-0.838838 0.970857
-0.806522 0.979406
-0.869508 1.043627
-0.858039 0.955996
-0.880182 0.959561
-0.895702 1.012547
-0.892633 0.989886
-0.874228 1.005867
-0.818400 1.043360
-0.833558 1.011653
-0.842529 1.030524
-0.833843 1.020518
-0.862998 1.002805
-0.862261 0.986143
-0.826411 1.066438
-0.814381 1.055711
-0.849972 1.052441
-0.851788 1.047745
-0.832997 1.065016
-0.835957 1.069620
-0.832654 1.062034
-0.840017 1.107997
-0.890900 1.072580
-0.878749 1.051874
-0.815272 1.061139
-0.773349 1.086734
-0.766947 1.107787
-0.759831 1.110212
-0.739039 1.113493
-0.776415 1.162040
-0.758506 1.202440
-0.763594 1.218314
-0.766372 1.264396
-0.815226 1.238616
-0.796322 1.200186
-0.812696 1.219267
-0.821266 1.195452
-0.857627 1.185446
-0.829920 1.202214
-0.856411 1.263399
-0.795566 1.201011
-0.785408 1.215821
-0.778751 1.180027
-0.758771 1.171110
-0.775142 1.137769
-0.775593 1.130049
-0.766572 1.129180
-0.733297 1.117535
-0.739331 1.085922
-0.779466 1.088988
-0.830698 1.100819
-0.735525 1.134651
-0.720761 1.180418
-0.715704 1.118219
-0.702989 1.069703
-0.705295 1.028668
-0.644418 1.057187
-0.627421 1.091435
-0.658032 1.038414
-0.656722 1.032030
-0.665337 0.996736
-0.716241 1.092442
-0.659755 1.081375
-0.634177 1.093120
-0.674704 1.087585
-0.630164 1.084174
-0.658759 1.128230
-0.659890 1.122642
-0.689297 1.138168
-0.660709 1.128065
-0.654278 1.151306
-0.651019 1.185645
-0.569643 1.162446
-0.629162 1.113616
-0.663136 1.109480
-0.603409 1.136083
-0.532841 1.120543
-0.540961 1.165310
-0.529465 1.079543
-0.548437 1.028150
-0.525369 1.027591
-0.498168 1.045114
-0.500109 1.070153
-0.541187 1.082776
-0.645743 1.116561
-0.618161 1.100743
-0.606986 1.106715
-0.619891 1.107523
-0.592191 1.120832
-0.601806 1.151031
-0.591432 1.099828
-0.579390 1.078437
-0.583650 1.041020
-0.590722 1.021291
-0.610728 1.026426
-0.654749 0.974579
-0.641886 1.053062
-0.629077 1.011163
-0.589397 1.001330
-0.577650 0.987393
-0.590064 0.947789
-0.616974 0.986593
-0.609532 1.006612
-0.592247 0.999883
-0.606254 0.942278
-0.594345 0.965477
-0.602679 0.925950
-0.620676 0.957006
-0.625353 0.897963
-0.676849 0.962582
-0.667050 0.939172
-0.635463 0.897046
-0.682968 0.916198
-0.740289 0.972407
-0.751865 0.982850
-0.787560 0.929079
-0.830351 0.919314
-0.741847 0.937257
-0.720019 0.946979
-0.755021 1.016455
-0.771448 1.008225
-0.784366 1.027693
-0.784724 1.070124
-0.771364 1.138001
-0.797599 1.071337
-0.791881 1.004492
-0.781674 1.031094
-0.789974 1.010436
-0.826006 1.032839
-0.892529 1.042760
-0.826544 1.044398
-0.835755 1.007807
-0.776456 1.031947
-0.787754 1.026552
-0.788097 1.034038
-0.748427 1.074513
-0.718613 1.034905
-0.649352 1.055585
-0.655328 0.996599
-0.748150 1.011447
-0.696337 1.042577
-0.650050 1.067222
-0.729314 1.090880
-0.721489 1.079286
-0.705384 1.055535
-0.765567 1.014836
-0.774897 1.043247
-0.802632 1.065638
-0.765070 1.019429
-0.780576 1.001517
-0.804655 1.049159
-0.799700 1.022703
-0.815909 1.038042
-0.815085 1.026333
-0.762090 1.001591
-0.700911 1.001027
-0.721074 1.034703
-0.749487 1.079938
-0.731985 1.072210
-0.709695 1.087227
-0.649166 1.043204
-0.665830 1.083598
-0.722916 1.088410
-0.672375 1.069562
-0.667109 1.035287
-0.686574 1.053222
-0.652949 1.023880
-0.685181 1.012291
-0.697175 0.983517
-0.664317 0.972424
-0.645137 0.978163
-0.691556 1.080923
-0.707280 1.104022
-0.649809 1.151917
-0.703795 1.150531
-0.714354 1.122102
-0.734063 1.118581
-0.738180 1.105309
-0.764276 1.067631
-0.717996 1.040345
-0.712436 1.131478
-0.725973 1.123510
-0.692248 1.120567
-0.675681 1.116322
-0.691738 1.097144
-0.714181 1.067861
-0.726643 1.080862
-0.734775 1.049989
-0.692051 1.024249
-0.715491 1.035489
-0.730171 1.023683
-0.680173 1.013057
-0.723306 1.039287
-0.720708 1.071666
-0.714489 1.068509
-0.710137 1.034951
-0.759602 1.030055
-0.731032 1.043771
-0.700336 1.053327
-0.716322 1.085703
-0.742693 1.034101
-0.713037 1.050073
-0.656194 1.070766
-0.685955 1.071755
-0.745128 1.073753
-0.785775 1.088859
-0.804840 1.057527
-0.739951 1.075526
-0.787850 1.081413
-0.788592 1.087102
-0.836265 1.041393
-0.783321 1.062158
-0.739698 0.984912
-0.738287 1.020846
-0.718596 1.047763
-0.702296 1.076014
-0.756491 1.077159
-0.746201 1.075764
-0.701405 1.058067
-0.774730 1.026863
-0.799557 1.077311
-0.785939 1.074570
-0.798571 1.028945
-0.799398 1.073437
-0.806983 1.130941
-0.808255 1.130953
-0.789975 1.094094
-0.826155 1.120789
-0.799738 1.119239
-0.786331 1.097250
-0.843445 1.137991
-0.812882 1.130905
-0.856930 1.057278
-0.868751 1.127928
-0.861908 1.154614
