120	1.20
	0.000000	0.000000	0.000000
docking_megadock/pdb_2.pdb	21.022499	-5.159500	13.867499
docking_megadock/snx_pose4.pdb	-1.637001	1.602000	45.548000
0.261799	1.374601	-2.456031	14	7	111	4360.31
0.000000	1.025536	1.576859	5	10	103	4314.36
-2.617994	1.869911	2.701025	5	15	99	4237.73
-2.879793	1.658653	-2.409879	106	7	103	4137.59
-2.617994	1.310100	1.488307	8	2	103	4021.04
1.570796	2.979456	-1.009304	16	9	112	3992.41
-1.308997	2.104282	-0.813972	119	19	112	3956.09
-2.617994	1.218453	2.777284	21	5	115	3942.57
-2.356194	1.736875	3.023612	3	15	98	3930.50
0.523599	2.587733	0.232235	110	8	94	3914.22
2.617994	0.619654	-2.216909	14	11	101	3884.33
2.617994	1.617114	-1.572037	119	20	115	3882.19
-0.785398	0.571433	-1.188419	116	108	102	3876.30
0.785398	0.929350	-2.910676	114	107	105	3863.60
-2.356194	1.134796	2.434290	2	113	108	3835.61
-2.617994	0.290380	-0.796960	102	5	103	3827.27
-2.879793	0.906588	1.252948	7	3	103	3816.35
2.356194	0.685216	-1.712745	11	14	100	3811.39
-2.356194	1.756530	-2.105156	9	4	96	3811.00
2.617994	2.063651	-2.044600	19	11	113	3810.79
-1.308997	2.455966	-0.641220	1	19	109	3804.28
-1.308997	0.733948	3.021411	1	114	105	3798.08
0.000000	1.247695	1.809890	5	10	104	3768.53
-1.570796	2.343981	-1.040456	0	20	112	3760.78
0.000000	0.419640	2.974122	13	6	107	3723.53
-0.261799	1.168678	2.108595	5	10	103	3722.09
2.617994	0.831641	0.616218	5	0	103	3719.94
-2.879793	1.195355	1.200319	7	2	103	3714.28
1.570796	1.658653	-2.409879	116	14	112	3695.16
2.356194	0.674054	1.013609	5	1	103	3694.22
2.617994	1.045978	0.343692	6	115	108	3694.12
-1.047198	1.699788	2.452890	12	117	108	3689.63
-2.094395	1.870545	-2.976234	1	15	96	3688.59
-2.879793	1.050534	3.042579	110	117	108	3687.45
1.047198	0.709924	0.218797	108	2	107	3685.96
-3.141593	1.658653	-2.409879	107	8	103	3685.73
1.832596	1.045978	0.343692	114	114	108	3683.74
0.000000	1.135813	-2.658866	14	7	110	3673.34
-2.094395	1.756530	-2.105156	10	6	96	3667.86
2.617994	2.251330	-2.330739	2	107	104	3645.92
-2.094395	2.637879	2.121598	105	115	101	3633.07
0.523599	1.045978	0.343692	108	4	108	3631.94
-1.047198	2.455966	-0.641220	118	18	108	3627.25
1.832596	1.184361	0.625864	114	114	109	3625.88
-2.617994	1.050534	3.042579	111	115	108	3613.86
-2.356194	1.448123	-2.163292	7	7	95	3610.67
0.261799	1.506530	1.988858	5	12	106	3608.20
1.308997	2.251330	-2.330739	104	115	104	3595.08
0.000000	1.506530	1.988858	5	11	105	3589.22
-0.261799	1.247695	1.809890	5	10	104	3586.25
-1.832596	1.335669	0.897240	10	9	106	3580.84
2.617994	0.899350	-2.069907	12	12	99	3580.17
0.000000	0.733948	3.021411	13	6	108	3578.90
0.785398	1.045978	0.343692	108	4	108	3564.52
0.261799	2.724429	-0.348782	107	6	96	3542.45
2.094395	1.736875	3.023612	110	8	107	3539.18
-2.879793	1.310100	1.488307	8	1	104	3520.28
-2.356194	1.998705	2.370472	5	16	99	3519.44
0.000000	0.685216	-1.712745	7	111	101	3516.24
0.261799	1.448123	-2.163292	15	8	112	3510.86
-2.617994	1.870545	-2.976234	21	4	117	3510.50
0.523599	1.413347	-1.339188	11	8	97	3504.43
