Rank,Anglex,Angley,Anglez,Transi,Transj,Transk,total,rPSC,rPSC_gain,rPSC_penalty,ELEC ,RecACE,LCARMSD,NearNat
206, -1.832596,0.899350,-2.069907,1,11,92,3233.358643,3057.000000,4092.000000,-1035.000000,208.904221,-32.545563,29.750208,0
207, -2.617994,1.870545,-2.976234,22,5,114,3232.932617,2656.000000,4231.000000,-1575.000000,18.061066,558.871643,30.520290,0
208, -3.141593,1.909857,-0.381669,0,115,93,3232.855225,2978.000000,4148.000000,-1170.000000,100.356506,154.498840,23.131395,0
209, -1.308997,1.599406,1.426070,4,109,100,3230.451172,2591.000000,4841.000000,-2250.000000,330.300964,309.150024,21.953224,0
210, -2.356194,1.135834,-1.431087,106,4,94,3229.438965,2941.000000,3796.000000,-855.000000,174.069580,114.369446,41.659676,0
211, -1.047198,1.391910,3.030322,13,1,105,3228.407715,3049.000000,4804.000000,-1755.000000,321.357422,-141.949646,19.943832,0
212, -0.523599,2.724429,-0.348782,111,2,91,3227.390625,2808.000000,4653.000000,-1845.000000,-46.520386,465.911041,35.091717,0
213, -3.141593,1.310100,1.488307,12,119,102,3226.172852,2957.000000,3857.000000,-900.000000,-64.082520,333.255432,16.636131,0
214, 0.000000,1.545873,-1.877082,17,113,106,3224.477539,3116.000000,4061.000000,-945.000000,26.586151,81.891479,18.039314,0
215, -2.879793,2.063651,-2.044600,5,117,92,3223.794678,3117.000000,4332.000000,-1215.000000,22.933411,83.861328,17.372631,0
216, 0.785398,1.545873,-1.877082,115,2,91,3222.340576,2912.000000,4982.000000,-2070.000000,2.034698,308.305847,30.494999,0
217, 1.308997,1.374601,-2.456031,1,115,93,3220.916748,2746.000000,5311.000000,-2565.000000,24.127625,450.789001,21.938341,0
218, 2.617994,1.440580,2.260026,110,2,101,3220.211426,2814.000000,5244.000000,-2430.000000,205.111206,201.100189,38.119736,0
219, -0.261799,0.850607,-1.335383,13,111,100,3216.719727,2992.000000,4387.000000,-1395.000000,200.371704,24.348083,13.469916,0
220, -2.879793,0.290380,-0.796960,10,112,108,3214.706787,2851.000000,4201.000000,-1350.000000,356.921814,6.784912,23.144758,0
221, -3.141593,1.756530,-2.105156,4,0,91,3214.059814,2958.000000,4218.000000,-1260.000000,13.301941,242.757889,19.510393,0
222, -0.261799,2.104282,-0.813972,109,108,102,3213.512939,3052.000000,4717.000000,-1665.000000,-113.818970,275.331879,39.169041,0
223, -2.094395,0.674054,1.013609,116,7,98,3210.251221,3010.000000,5845.000000,-2835.000000,78.220886,122.030243,32.831310,0
224, 0.785398,2.153910,-1.714959,8,113,93,3209.046387,2955.000000,3945.000000,-990.000000,-24.797974,278.844299,13.653706,0
225, 0.523599,2.164094,-2.991358,5,109,96,3208.769531,2823.000000,4083.000000,-1260.000000,120.087708,265.682007,19.000177,0
226, 2.356194,2.089241,-0.114193,113,110,104,3208.387939,2882.000000,4187.000000,-1305.000000,178.104248,148.283661,35.329094,0
227, -3.141593,1.948085,-2.363031,8,119,93,3207.760986,2714.000000,5549.000000,-2835.000000,140.123505,353.637390,14.775643,0
228, 0.261799,2.247462,0.191623,13,114,95,3207.239014,2867.000000,3587.000000,-720.000000,59.502411,280.736511,8.717147,0
229, 1.308997,0.618092,2.539118,2,20,116,3206.024902,3103.000000,3733.000000,-630.000000,-42.077637,145.102463,47.689693,0
230, 2.356194,1.194549,-0.801900,24,3,2,3204.485840,2610.000000,3465.000000,-855.000000,100.898666,493.587280,38.923092,0
231, -3.141593,2.251330,-2.330739,7,117,93,3204.812744,2653.000000,5578.000000,-2925.000000,131.590637,420.222107,15.158436,0
232, 1.308997,1.574060,2.783565,17,117,100,3203.967529,3080.000000,3980.000000,-900.000000,138.810760,-14.843170,11.433782,0
233, -2.094395,2.588535,-2.976617,2,118,93,3201.507812,2765.000000,4655.000000,-1890.000000,18.703033,417.804688,21.228947,0
234, 1.308997,1.184361,0.625864,108,1,104,3200.216797,2874.000000,4674.000000,-1800.000000,152.241760,173.975159,41.275105,0
235, 1.047198,1.128190,-2.288622,1,116,92,3200.247314,2832.000000,4452.000000,-1620.000000,139.917877,228.329407,21.939358,0
236, -2.617994,1.440580,2.260026,3,117,99,3200.135986,2856.000000,4026.000000,-1170.000000,118.068695,226.067413,21.828676,0
237, 0.523599,0.866955,-0.931351,19,5,101,3200.126221,3041.000000,5381.000000,-2340.000000,111.214417,47.911957,17.566717,0
238, 2.617994,1.195355,1.200319,3,117,99,3198.634766,2867.000000,3587.000000,-720.000000,200.797180,130.837585,21.828676,0
239, -2.356194,0.700570,1.559208,1,112,101,3198.567383,2527.000000,5002.000000,-2475.000000,401.237854,270.329529,24.925406,0
240, -1.832596,2.637879,2.121598,114,20,116,3196.545654,3045.000000,4260.000000,-1215.000000,-4.368835,155.914642,52.555424,0
241, -2.879793,2.251330,-2.330739,9,0,92,3196.153564,2661.000000,4326.000000,-1665.000000,30.626465,504.527100,14.112164,0
242, -1.832596,1.569311,-3.003978,114,19,100,3194.196045,3602.000000,5042.000000,-1440.000000,-47.448242,-360.355713,43.743942,0
243, 2.617994,1.391910,3.030322,18,114,108,3193.772705,2880.000000,7605.000000,-4725.000000,29.016724,284.756165,20.246120,0
244, 1.047198,1.870545,-2.976234,1,15,112,3193.630127,2957.000000,4262.000000,-1305.000000,149.472046,87.157913,41.545296,0
245, 1.832596,1.440580,2.260026,14,118,99,3192.887695,2916.000000,4221.000000,-1305.000000,129.385284,147.502411,12.169154,0
246, -2.094395,2.295480,1.008277,117,15,96,3191.921143,3439.000000,5644.000000,-2205.000000,102.067139,-349.145966,36.974976,0
247, 2.879793,1.948085,-2.363031,7,117,93,3191.964844,2662.000000,5272.000000,-2610.000000,121.289169,408.675842,15.158436,0
248, 0.785398,2.063651,-2.044600,19,111,109,3189.774414,2610.000000,4365.000000,-1755.000000,291.946411,287.828033,21.729666,0
249, -1.832596,2.407836,1.410646,116,12,95,3187.592773,3280.000000,6250.000000,-2970.000000,96.824890,-189.232056,35.395195,0
250, 2.094395,1.504028,0.636812,114,114,105,3187.061035,2838.000000,5088.000000,-2250.000000,84.495544,264.565552,34.464348,0
251, -0.785398,1.433411,-1.035986,12,115,97,3185.608643,2863.000000,6643.000000,-3780.000000,142.746063,179.862518,11.136369,0
252, -0.523599,0.297065,2.160177,115,114,101,3184.270264,2783.000000,4358.000000,-1575.000000,236.961548,164.308838,31.312197,0
253, -1.308997,2.407836,1.410646,115,13,97,3183.913330,3410.000000,4895.000000,-1485.000000,-35.996338,-190.090439,37.438610,0
254, -1.047198,2.592629,0.909713,8,111,96,3183.406250,3060.000000,4860.000000,-1800.000000,-151.807678,275.213898,15.086628,0
255, 2.617994,2.587733,0.232235,7,1,90,3182.724121,2684.000000,4664.000000,-1980.000000,217.624847,281.099365,16.815094,0
256, 0.000000,1.875281,0.107086,11,111,96,3181.709229,2626.000000,4606.000000,-1980.000000,261.445526,294.263702,12.002245,0
257, 0.785398,0.379747,-1.713059,16,115,101,3181.633789,2815.000000,5740.000000,-2925.000000,173.645508,192.988190,12.436309,0
258, -0.261799,2.704512,1.488683,10,111,96,3180.583984,3109.000000,3964.000000,-855.000000,-59.843140,131.427246,13.000952,0
259, 1.047198,1.413430,2.550734,10,114,98,3177.088379,2902.000000,4342.000000,-1440.000000,150.505157,124.583176,13.722823,0
260, -2.879793,0.864993,2.278281,115,4,98,3174.766357,2807.000000,5687.000000,-2880.000000,68.447479,299.318848,32.373413,0
261, 0.785398,1.909857,-0.381669,13,119,92,3174.006348,2843.000000,3383.000000,-540.000000,90.587769,240.418579,9.467515,0
262, -1.047198,2.984978,1.954446,115,112,94,3173.915039,3000.000000,4935.000000,-1935.000000,-89.937805,263.852661,29.316889,0
263, 1.832596,2.108018,1.311430,110,10,96,3171.461182,2994.000000,4614.000000,-1620.000000,112.169739,65.291519,40.255245,0
264, 1.308997,1.214854,-1.966664,4,119,91,3170.262939,2714.000000,4199.000000,-1485.000000,132.201447,324.061584,19.111769,0
265, 2.094395,1.510910,-0.740472,24,1,119,3169.475586,2801.000000,4511.000000,-1710.000000,-48.585297,417.060913,34.876923,0
266, 2.879793,2.579248,-2.364801,8,113,93,3169.402100,2942.000000,4112.000000,-1170.000000,17.767426,209.634842,13.653706,0
267, 0.261799,1.450119,-2.739050,15,116,101,3169.402344,2809.000000,4114.000000,-1305.000000,286.315796,74.086548,13.004174,0
268, 0.000000,0.080730,-2.622036,7,19,109,3168.118164,3330.000000,4410.000000,-1080.000000,80.269531,-242.151306,39.497284,0
269, 1.047198,1.218453,2.777284,5,18,116,3167.690430,2959.000000,3319.000000,-360.000000,36.625671,172.064789,44.674404,0
270, 1.047198,0.906588,1.252948,0,21,111,3166.784424,3139.000000,4084.000000,-945.000000,162.050110,-134.265533,46.187519,0
271, 1.047198,2.979456,-1.009304,3,116,91,3164.725342,2876.000000,3596.000000,-720.000000,95.278107,193.447311,19.531569,0
272, 1.570796,1.870545,-2.976234,6,111,95,3162.071289,2828.000000,3773.000000,-945.000000,36.036346,298.034912,16.888941,0
273, 1.832596,1.050534,3.042579,3,12,100,3161.034424,3095.000000,4985.000000,-1890.000000,120.131348,-54.096924,30.780226,0
274, 0.523599,2.299159,2.264663,118,14,100,3160.623779,3155.000000,4415.000000,-1260.000000,225.275635,-219.651962,36.398182,0
275, 2.879793,2.187132,-0.479875,0,21,112,3160.227051,2823.000000,4038.000000,-1215.000000,39.946106,297.281067,46.817078,0
276, 1.832596,2.664082,-1.071402,119,113,92,3160.709229,3114.000000,4329.000000,-1215.000000,-97.084686,143.793976,24.264557,0
277, 1.832596,0.831641,0.616218,3,14,98,3159.289551,3154.000000,5719.000000,-2565.000000,113.241638,-107.952148,31.794209,0
278, -2.879793,2.343981,-1.040456,118,18,99,3158.561523,3357.000000,6597.000000,-3240.000000,-57.366638,-141.071899,39.401772,0
279, 0.785398,2.881233,-2.582574,119,111,93,3156.482178,2877.000000,3957.000000,-1080.000000,20.824310,258.658020,24.596918,0
280, -1.832596,2.299159,2.264663,117,21,116,3155.533203,2716.000000,4471.000000,-1755.000000,141.738403,297.795044,51.317001,0
281, -2.617994,1.998705,2.370472,7,118,98,3153.407227,2897.000000,4562.000000,-1665.000000,50.223114,206.184006,17.371590,0
282, 2.094395,0.618092,2.539118,117,4,96,3153.473633,2866.000000,3451.000000,-585.000000,220.794434,66.679291,29.681519,0
283, -1.047198,2.164094,-2.991358,8,0,95,3152.911133,2762.000000,3932.000000,-1170.000000,143.311142,247.600159,15.811983,0
284, 0.523599,1.870545,-2.976234,6,108,97,3151.093262,3070.000000,3385.000000,-315.000000,54.729034,26.364243,18.795517,0
285, -1.832596,0.591903,2.010408,118,3,97,3150.908936,2747.000000,3782.000000,-1035.000000,96.587112,307.321808,28.408056,0
286, 2.094395,1.741644,-2.695914,8,115,94,3151.208252,2564.000000,4589.000000,-2025.000000,82.466629,504.741730,13.865319,0
287, -0.523599,0.762244,-0.273349,20,115,108,3148.538086,2694.000000,4269.000000,-1575.000000,256.034668,198.503479,20.246479,0
288, -3.141593,1.301460,-0.509251,2,119,94,3148.582520,2608.000000,5038.000000,-2430.000000,162.836090,377.746246,21.677090,0
289, -3.141593,0.615174,-0.666022,11,112,109,3146.293945,2919.000000,3549.000000,-630.000000,227.009155,0.284698,23.677437,0
290, 0.785398,0.899350,-2.069907,12,114,97,3145.011963,2795.000000,4145.000000,-1350.000000,152.350739,197.661041,11.091557,0
291, 1.308997,2.041297,-2.664597,106,115,98,3144.427002,2714.000000,4064.000000,-1350.000000,286.025726,144.401413,40.652328,0
292, 0.261799,2.579248,-2.364801,2,114,93,3143.867676,2731.000000,5656.000000,-2925.000000,6.782898,406.084839,20.722073,0
293, 0.785398,0.700570,1.559208,9,2,98,3141.116699,2739.000000,4584.000000,-1845.000000,252.493469,149.623245,17.457802,0
294, 0.523599,1.128190,-2.288622,10,112,96,3140.591797,2893.000000,3523.000000,-630.000000,-15.756470,263.348175,12.703571,0
295, 1.570796,1.658653,-2.409879,113,13,110,3139.153320,2835.000000,4545.000000,-1710.000000,256.712830,47.440414,44.813854,0
296, 1.047198,1.909857,-0.381669,13,1,92,3139.315918,2802.000000,3567.000000,-765.000000,74.785126,262.530640,11.104321,0
297, 0.000000,2.478122,2.609777,7,112,95,3138.404785,2894.000000,5324.000000,-2430.000000,36.539612,207.865356,15.527444,0
298, -1.047198,1.310100,1.488307,5,7,99,3136.658691,3036.000000,5871.000000,-2835.000000,28.667786,71.990906,24.800600,0
299, -1.308997,0.914445,2.687814,0,22,113,3135.754883,3097.000000,3907.000000,-810.000000,108.333221,-69.578445,48.291077,0
300, -2.356194,1.450119,-2.739050,117,18,98,3133.287354,3172.000000,5062.000000,-1890.000000,72.491333,-111.203934,39.922428,0
301, -2.356194,0.899350,-2.069907,0,11,92,3132.817139,2931.000000,4461.000000,-1530.000000,83.211517,118.605637,30.640591,0
302, 1.308997,1.545873,-1.877082,119,1,91,3130.930176,2624.000000,5774.000000,-3150.000000,68.006516,438.923645,25.561401,0
303, -3.141593,1.413347,-1.339188,14,116,102,3128.951660,2768.000000,5288.000000,-2520.000000,298.222656,62.728912,14.570899,0
304, -2.879793,1.367556,0.358405,11,116,107,3128.404541,3189.000000,6654.000000,-3465.000000,40.137329,-100.732635,21.491894,0
305, -0.261799,0.619654,-2.216909,110,111,99,3128.151855,2758.000000,4648.000000,-1890.000000,32.620667,337.531311,36.440861,0
306, 1.047198,1.658653,-2.409879,112,117,93,3127.181641,2602.000000,3862.000000,-1260.000000,231.662323,293.519409,32.856361,0
307, 0.000000,1.256302,0.062705,8,111,96,3124.959717,2618.000000,3788.000000,-1170.000000,175.447388,331.512390,15.086628,0
308, 2.879793,0.496451,0.593859,117,17,102,3124.711914,3248.000000,5678.000000,-2430.000000,268.918701,-392.206726,40.352093,0
309, -2.094395,1.450119,-2.739050,115,18,98,3124.014404,3193.000000,5038.000000,-1845.000000,102.580017,-171.565582,41.560337,0
310, -1.308997,1.617114,-1.572037,2,1,89,3123.775391,2757.000000,3252.000000,-495.000000,41.152222,325.622986,22.334053,0
311, -2.879793,2.760637,2.781135,4,116,94,3123.976807,2935.000000,4555.000000,-1620.000000,40.663513,148.313278,18.650640,0
312, -1.308997,2.138223,1.678323,113,10,95,3123.506348,2989.000000,4924.000000,-1935.000000,158.277649,-23.771118,36.999199,0
313, -1.570796,2.588535,-2.976617,11,0,96,3120.982422,2882.000000,4367.000000,-1485.000000,38.355606,200.626678,13.376774,0
314, 2.356194,1.617114,-1.572037,110,4,92,3120.720459,2963.000000,4358.000000,-1395.000000,2.243561,155.476883,36.958107,0
315, 2.617994,2.063651,-2.044600,109,12,109,3120.630859,2942.000000,5327.000000,-2385.000000,110.986359,67.644623,47.192986,0
316, -0.785398,2.349581,-2.702517,11,0,96,3120.274658,3120.000000,4380.000000,-1260.000000,-44.331131,44.605652,13.376774,0
317, 2.617994,2.478122,2.609777,119,119,92,3119.825195,2714.000000,3434.000000,-720.000000,38.517654,367.307709,24.913151,0
318, 1.832596,1.948085,-2.363031,117,117,91,3118.511475,2870.000000,3410.000000,-540.000000,8.119354,240.392029,26.823544,0
319, 0.000000,2.247462,0.191623,11,112,95,3118.405273,2687.000000,3992.000000,-1305.000000,155.085327,276.319824,11.132755,0
320, 2.094395,1.756530,-2.105156,111,14,110,3118.168457,2888.000000,3743.000000,-855.000000,182.818146,47.350372,47.122185,0
321, 0.261799,0.700570,1.559208,3,117,98,3117.619141,2726.000000,5381.000000,-2655.000000,244.445435,147.173706,21.339617,0
322, -3.141593,0.591903,2.010408,112,8,99,3116.636230,2947.000000,4477.000000,-1530.000000,15.923981,153.712234,37.781029,0
323, -0.785398,1.617114,-1.572037,3,110,95,3116.040039,2946.000000,4116.000000,-1170.000000,92.929138,77.110809,20.555115,0
324, 0.523599,2.174483,2.653697,3,15,109,3114.216797,2920.000000,4000.000000,-1080.000000,208.532898,-14.316193,38.211185,0
325, 2.094395,1.413430,2.550734,18,14,114,3112.768311,2720.000000,4970.000000,-2250.000000,-117.029221,509.797638,36.327591,0
326, 2.617994,1.242974,-2.977882,19,116,103,3112.201660,3245.000000,4100.000000,-855.000000,-127.933350,-4.864990,14.369715,0
327, -0.261799,2.863997,0.549740,16,12,110,3111.709229,2480.000000,5000.000000,-2520.000000,40.467560,591.241699,31.363636,0
328, 2.617994,2.984978,1.954446,108,14,109,3111.290527,2683.000000,4393.000000,-1710.000000,313.548981,114.741364,49.234753,0
329, 0.785398,1.413430,2.550734,7,111,99,3111.085938,2884.000000,4189.000000,-1305.000000,-46.540100,273.626038,17.773903,0
330, -0.523599,2.984978,1.954446,0,9,91,3110.555664,3130.000000,5200.000000,-2070.000000,-50.885956,31.441757,29.096785,0
331, 0.000000,1.413347,-1.339188,111,13,104,3108.783447,3152.000000,4322.000000,-1170.000000,252.964233,-296.180878,43.488327,0
332, 0.523599,2.979456,-1.009304,112,115,93,3108.487305,2690.000000,4535.000000,-1845.000000,284.818787,133.668381,32.694157,0
333, -0.261799,0.203748,0.590255,117,106,107,3106.587158,2971.000000,4771.000000,-1800.000000,75.968506,59.618713,34.123497,0
334, -2.879793,1.242974,-2.977882,2,19,100,3105.972168,3449.000000,4259.000000,-810.000000,55.566010,-398.593872,37.759308,0
335, 0.261799,0.618092,2.539118,1,112,100,3105.640137,2649.000000,4269.000000,-1620.000000,186.164459,270.475708,24.380402,0
336, 0.261799,2.187132,-0.479875,13,118,92,3105.230957,2683.000000,4213.000000,-1530.000000,129.874008,292.356995,8.781678,0
337, 1.570796,1.440580,2.260026,16,117,101,3105.000732,2966.000000,4676.000000,-1710.000000,53.531067,85.469696,12.856658,0
338, -3.141593,2.164094,-2.991358,20,1,103,3103.829102,2943.000000,5328.000000,-2385.000000,106.330902,54.498352,16.432224,0
339, 2.094395,1.870545,-2.976234,9,113,95,3103.872559,2743.000000,3508.000000,-765.000000,-12.073883,372.946411,13.114723,0
340, -1.308997,1.846342,-1.796954,4,5,90,3103.434570,2666.000000,4871.000000,-2205.000000,-25.311264,462.745850,22.422411,0
341, -0.785398,1.214854,-1.966664,115,2,91,3103.210938,2740.000000,5125.000000,-2385.000000,-3.008835,366.219757,30.494999,0
342, -2.879793,1.555207,1.708892,7,119,99,3101.593750,2914.000000,4219.000000,-1305.000000,-85.758514,273.352417,18.313923,0
343, -0.785398,1.134497,-1.109631,115,5,91,3100.606934,2933.000000,4733.000000,-1800.000000,145.183716,22.423401,31.791405,0
344, 1.308997,2.984978,1.954446,116,7,90,3099.955322,2543.000000,4973.000000,-2430.000000,88.384216,468.570984,31.822668,0
345, -2.356194,1.569311,-3.003978,117,19,99,3099.847656,3282.000000,4497.000000,-1215.000000,115.869263,-298.021515,41.049091,0
346, -0.523599,2.396274,-1.959260,5,114,93,3099.112061,2874.000000,3594.000000,-720.000000,10.110199,215.001999,17.146772,0
347, 2.356194,2.478122,2.609777,119,0,92,3096.164307,2560.000000,4225.000000,-1665.000000,204.644745,331.519531,25.220249,0
348, 0.523599,1.448123,-2.163292,1,107,96,3095.675781,2699.000000,4949.000000,-2250.000000,197.620178,199.055557,24.139971,0
349, 2.879793,1.014500,0.906702,5,118,100,3093.781738,2950.000000,5155.000000,-2205.000000,-18.793823,162.575592,20.560574,0
350, 1.047198,0.297065,2.160177,8,5,99,3093.779785,2756.000000,4511.000000,-1755.000000,117.415497,220.364349,20.913279,0
351, 1.832596,2.033014,2.977192,8,111,96,3093.367432,2731.000000,3811.000000,-1080.000000,132.606140,229.761322,15.086628,0
352, -0.785398,2.984978,1.954446,117,111,94,3093.111328,2880.000000,4860.000000,-1980.000000,-37.222168,250.333389,27.086195,0
353, -0.523599,0.618092,2.539118,116,113,100,3092.639648,2679.000000,5334.000000,-2655.000000,259.191650,154.448059,29.787474,0
354, 2.879793,1.617114,-1.572037,2,109,95,3092.475830,2803.000000,3298.000000,-495.000000,158.487885,130.988113,21.998348,0
355, -0.785398,1.869911,2.701025,110,18,113,3092.275146,2873.000000,3953.000000,-1080.000000,223.234070,-3.959000,52.253136,0
356, -1.832596,2.251330,-2.330739,114,113,97,3092.065918,2988.000000,4788.000000,-1800.000000,20.065552,84.000427,31.035158,0
357, -2.094395,0.700570,1.559208,116,4,98,3091.711182,2631.000000,5961.000000,-3330.000000,-22.684814,483.395996,31.302820,0
358, 1.832596,1.413430,2.550734,21,11,111,3090.794922,2809.000000,3664.000000,-855.000000,47.754532,234.040161,31.300798,0
359, -1.570796,1.025536,1.576859,115,116,94,3089.652588,2432.000000,3287.000000,-855.000000,197.464920,460.187775,29.286585,0
360, 1.570796,1.325504,-1.671296,5,3,90,3088.585693,2967.000000,4317.000000,-1350.000000,-20.190536,141.776108,20.094797,0
